mal_id	rank	title	url	start_date	members	score	source	duration	rating	favorites	rating_count	studio	popularity	global_rank	genres
12477	99	Sakasama no Patema	https://myanimelist.net/anime/12477/Sakasama_no_Patema	11-2013	181583	8.1	Original	1 hr 39 min	PG-13 - Teens 13 or older	1101	87090	Studio Rikka	611	425	Adventure,Sci-Fi
21469	100	Stand By Me Doraemon	https://myanimelist.net/anime/21469/Stand_By_Me_Doraemon	08-2014	16839	8.1	Manga	1 hr 35 min	PG - Children	89	10728	Shirogumi	3528	427	Comedy,Kids,Sci-Fi,Shounen
781	101	Detective Conan Movie 03: The Last Wizard of the Century	https://myanimelist.net/anime/781/Detective_Conan_Movie_03__The_Last_Wizard_of_the_Century	04-1999	42531	8.09	Manga	1 hr 40 min	PG-13 - Teens 13 or older	61	25886	TMS Entertainment	2142	431	Adventure,Mystery,Comedy,Police,Shounen
1363	102	Detective Conan Movie 04: Captured in Her Eyes	https://myanimelist.net/anime/1363/Detective_Conan_Movie_04__Captured_in_Her_Eyes	04-2000	40306	8.09	Manga	1 hr 40 min	PG-13 - Teens 13 or older	65	24248	TMS Entertainment	2225	432	Adventure,Mystery,Comedy,Police,Shounen
29831	103	Tamayura: Sotsugyou Shashin Part 4 - Ashita	https://myanimelist.net/anime/29831/Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita	04-2016	6698	8.09	Original	57 min	G - All Ages	33	1875	TYO Animations	5181	435	Comedy,Drama,Slice of Life
9963	104	Detective Conan Movie 15: Quarter of Silence	https://myanimelist.net/anime/9963/Detective_Conan_Movie_15__Quarter_of_Silence	04-2011	29522	8.08	Manga	1 hr 49 min	G - All Ages	23	16980	TMS Entertainment	2641	441	Adventure,Comedy,Mystery,Police,Shounen
28725	105	Kokoro ga Sakebitagatterunda.	https://myanimelist.net/anime/28725/Kokoro_ga_Sakebitagatterunda	09-2015	180485	8.08	Original	1 hr 59 min	PG-13 - Teens 13 or older	1448	85877	A-1 Pictures	615	445	Drama,Romance,School
1943	106	Paprika	https://myanimelist.net/anime/1943/Paprika	11-2006	294266	8.08	Novel	1 hr 30 min	R+ - Mild Nudity	2744	155321	Madhouse	336	451	Dementia,Fantasy,Horror,Mystery,Psychological,Sci-Fi,Thriller
35110	107	Haikyuu!! Movie 3: Sainou to Sense	https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense	09-2017	22239	8.07	Manga	1 hr 29 min	PG-13 - Teens 13 or older	41	5756	Production I.G	3071	461	Comedy,Drama,School,Shounen,Sports
5029	108	Major Movie: Yuujou no Winning Shot	https://myanimelist.net/anime/5029/Major_Movie__Yuujou_no_Winning_Shot	12-2008	14941	8.06	Manga	1 hr 40 min	PG-13 - Teens 13 or older	21	8480	Xebec	3722	475	Action,Sports,Shounen
15039	109	Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie	https://myanimelist.net/anime/15039/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai_Movie	08-2013	171986	8.05	Original	1 hr 39 min	PG-13 - Teens 13 or older	508	81221	A-1 Pictures	652	477	Slice of Life,Supernatural,Drama
14807	110	Kara no Kyoukai: Mirai Fukuin	https://myanimelist.net/anime/14807/Kara_no_Kyoukai__Mirai_Fukuin	09-2013	71265	8.05	Light novel	1 hr 30 min	R - 17+ (violence & profanity)	175	32314	ufotable	1523	481	Drama,Mystery,Seinen,Supernatural
31490	111	One Piece Film: Gold	https://myanimelist.net/anime/31490/One_Piece_Film__Gold	07-2016	87314	8.05	Manga	2 hr	PG-13 - Teens 13 or older	208	49404	Toei Animation	1278	485	Action,Adventure,Comedy,Drama,Fantasy,Shounen
20371	112	Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai	https://myanimelist.net/anime/20371/Sekaiichi_Hatsukoi_Movie__Yokozawa_Takafumi_no_Baai	03-2014	41629	8.05	Light novel	50 min	PG-13 - Teens 13 or older	196	20429	Studio Deen	2173	489	Comedy,Drama,Romance,Shounen Ai
21647	113	Tamako Love Story	https://myanimelist.net/anime/21647/Tamako_Love_Story	04-2014	177060	8.05	Original	1 hr 23 min	PG-13 - Teens 13 or older	1312	82184	Kyoto Animation	628	490	Comedy,Romance,Slice of Life
34376	114	Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku	https://myanimelist.net/anime/34376/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_3_-_Yakusoku	07-2017	9764	8.05	Light novel	48 min	PG-13 - Teens 13 or older	35	3436	Studio Gokumi	4444	494	Drama,Fantasy,Magic,Slice of Life
4672	115	Koukaku Kidoutai 2.0	https://myanimelist.net/anime/4672/Koukaku_Kidoutai_20	07-2008	72730	8.04	Manga	1 hr 23 min	R+ - Mild Nudity	265	33420	Production I.G	1490	497	Action,Sci-Fi,Police,Psychological,Mecha,Seinen
9204	116	Omae Umasou da na	https://myanimelist.net/anime/9204/Omae_Umasou_da_na	10-2010	11748	8.04	Picture book	1 hr 30 min	G - All Ages	112	4778	Ajia-Do	4107	499	Action,Adventure,Fantasy,Kids
31149	117	Persona 3 the Movie 4: Winter of Rebirth	https://myanimelist.net/anime/31149/Persona_3_the_Movie_4__Winter_of_Rebirth	01-2016	39145	8.04	Game	1 hr 45 min	R - 17+ (violence & profanity)	322	16616	A-1 Pictures	2261	500	Action,Supernatural,Fantasy
36370	118	Ginga Eiyuu Densetsu: Die Neue These - Seiran 2	https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2	10-2019	9868	8.03	Novel	25 min per ep	R - 17+ (violence & profanity)	13	3856	Production I.G	4428	504	Action,Drama,Military,Sci-Fi,Space
36896	119	Boku no Hero Academia the Movie 1: Futari no Hero	https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero	08-2018	234475	8.02	Manga	1 hr 36 min	PG-13 - Teens 13 or older	920	115889	Bones	454	512	Action,Shounen,Super Power
34438	120	Code Geass: Hangyaku no Lelouch I - Koudou	https://myanimelist.net/anime/34438/Code_Geass__Hangyaku_no_Lelouch_I_-_Koudou	10-2017	50136	8.02	Original	2 hr 15 min	R+ - Mild Nudity	122	14089	Sunrise	1933	513	Action,Military,Sci-Fi,Super Power,Mecha,School
34100	121	Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai	https://myanimelist.net/anime/34100/Fate_kaleid_liner_Prisma☆Illya_Movie__Sekka_no_Chikai	08-2017	49341	8.02	Manga	1 hr 29 min	PG-13 - Teens 13 or older	200	19990	Silver Link.	1957	514	Action,Magic,Fantasy
33970	122	Girls & Panzer: Saishuushou Part 1	https://myanimelist.net/anime/33970/Girls___Panzer__Saishuushou_Part_1	12-2017	22559	8.02	Original	47 min	PG-13 - Teens 13 or older	83	7725	Actas	3051	517	Military,School
24997	123	Love Live! The School Idol Movie	https://myanimelist.net/anime/24997/Love_Live_The_School_Idol_Movie	06-2015	84508	8.02	Original	1 hr 42 min	PG-13 - Teens 13 or older	1160	47197	Sunrise	1333	523	Music,School,Slice of Life
7711	124	Karigurashi no Arrietty	https://myanimelist.net/anime/7711/Karigurashi_no_Arrietty	07-2010	173033	8.01	Novel	1 hr 34 min	G - All Ages	522	105958	Studio Ghibli	648	537	Fantasy
416	125	Kurenai no Buta	https://myanimelist.net/anime/416/Kurenai_no_Buta	07-1992	127428	8.01	Manga	1 hr 33 min	G - All Ages	1031	78457	Studio Ghibli	905	539	Action,Adventure,Comedy,Drama,Historical,Military,Romance
37514	126	Made in Abyss Movie 1: Tabidachi no Yoake	https://myanimelist.net/anime/37514/Made_in_Abyss_Movie_1__Tabidachi_no_Yoake	01-2019	38092	8.01	Web manga	2 hr 15 min	R - 17+ (violence & profanity)	89	3216	Kinema Citrus	2301	540	Adventure,Drama,Fantasy,Mystery,Sci-Fi
2154	127	Tekkon Kinkreet	https://myanimelist.net/anime/2154/Tekkon_Kinkreet	12-2006	74709	8	Manga	1 hr 51 min	R - 17+ (violence & profanity)	1120	32112	Studio 4°C	1457	558	Action,Adventure,Psychological,Supernatural
4106	128	Trigun: Badlands Rumble	https://myanimelist.net/anime/4106/Trigun__Badlands_Rumble	04-2010	99133	8	Manga	1 hr 30 min	PG-13 - Teens 13 or older	230	54302	Madhouse	1135	561	Action,Adventure,Comedy,Drama,Sci-Fi,Shounen
12113	129	Berserk: Ougon Jidai-hen II - Doldrey Kouryaku	https://myanimelist.net/anime/12113/Berserk__Ougon_Jidai-hen_II_-_Doldrey_Kouryaku	06-2012	125703	7.99	Manga	1 hr 32 min	R+ - Mild Nudity	483	81269	Studio 4°C	919	563	Action,Adventure,Demons,Drama,Fantasy,Horror,Military,Seinen,Supernatural
3014	130	Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai	https://myanimelist.net/anime/3014/Ginga_Eiyuu_Densetsu__Waga_Yuku_wa_Hoshi_no_Taikai	02-1988	25928	7.99	Novel	59 min	PG-13 - Teens 13 or older	38	14987	Artland	2826	565	Action,Military,Sci-Fi,Space
7222	131	Macross F Movie 2: Sayonara no Tsubasa	https://myanimelist.net/anime/7222/Macross_F_Movie_2__Sayonara_no_Tsubasa	02-2011	22236	7.99	Original	1 hr 54 min	PG-13 - Teens 13 or older	107	11092	Satelight	3072	567	Action,Mecha,Military,Music,Romance,Sci-Fi,Space
1089	132	Macross: Do You Remember Love?	https://myanimelist.net/anime/1089/Macross__Do_You_Remember_Love	07-1984	31669	7.99	Original	1 hr 55 min	PG-13 - Teens 13 or older	550	15652	Artland	2532	568	Action,Space,Mecha,Romance,Military,Music,Sci-Fi
793	133	xxxHOLiC Movie: Manatsu no Yoru no Yume	https://myanimelist.net/anime/793/xxxHOLiC_Movie__Manatsu_no_Yoru_no_Yume	08-2005	51969	7.99	Manga	1 hr	PG-13 - Teens 13 or older	108	27933	Production I.G	1891	571	Mystery,Comedy,Psychological,Supernatural,Drama
40211	134	Luo Xiao Hei Zhan Ji (Movie)	https://myanimelist.net/anime/40211/Luo_Xiao_Hei_Zhan_Ji_Movie	09-2019	1882	7.98	Original	1 hr 41 min	G - All Ages	27	375	NA	8203	581	Drama,Supernatural
18429	135	Lupin III vs. Detective Conan: The Movie	https://myanimelist.net/anime/18429/Lupin_III_vs_Detective_Conan__The_Movie	12-2013	18867	7.97	Unknown	1 hr 48 min	G - All Ages	33	9715	TMS Entertainment	3337	592	Action,Comedy,Mystery,Shounen
36885	136	Saenai Heroine no Sodatekata Fine	https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine	10-2019	41958	7.97	Light novel	1 hr 54 min	None	187	822	CloverWorks	2157	594	Harem,Comedy,Romance,Ecchi,School
14353	137	Death Billiards	https://myanimelist.net/anime/14353/Death_Billiards	03-2013	163324	7.96	Original	25 min	R - 17+ (violence & profanity)	266	96722	Madhouse	697	598	Game,Mystery,Psychological,Drama,Thriller
29755	138	Haikyuu!! Movie 1: Owari to Hajimari	https://myanimelist.net/anime/29755/Haikyuu_Movie_1__Owari_to_Hajimari	07-2015	33295	7.96	Manga	1 hr 29 min	PG-13 - Teens 13 or older	67	9064	Production I.G	2473	599	Comedy,Sports,Drama,School,Shounen
20815	139	Sekaiichi Hatsukoi: Valentine-hen	https://myanimelist.net/anime/20815/Sekaiichi_Hatsukoi__Valentine-hen	03-2014	25505	7.96	Unknown	15 min	PG-13 - Teens 13 or older	47	11420	Studio Deen	2862	601	Romance,Comedy,Shounen Ai
30364	140	Haikyuu!! Movie 2: Shousha to Haisha	https://myanimelist.net/anime/30364/Haikyuu_Movie_2__Shousha_to_Haisha	09-2015	28956	7.95	Manga	1 hr 28 min	None	45	7666	Production I.G	2671	608	Comedy,Sports,Drama,School,Shounen
30415	141	High☆Speed!: Free! Starting Days	https://myanimelist.net/anime/30415/High☆Speed__Free_Starting_Days	12-2015	51542	7.95	Light novel	1 hr 50 min	PG-13 - Teens 13 or older	212	21446	Kyoto Animation	1897	610	Comedy,Drama,School,Slice of Life,Sports
24921	142	Aoki Hagane no Arpeggio: Ars Nova Cadenza	https://myanimelist.net/anime/24921/Aoki_Hagane_no_Arpeggio__Ars_Nova_Cadenza	10-2015	23728	7.94	Manga	1 hr 45 min	PG-13 - Teens 13 or older	116	9165	SANZIGEN	2978	615	Action,Sci-Fi,Seinen
780	143	Detective Conan Movie 02: The Fourteenth Target	https://myanimelist.net/anime/780/Detective_Conan_Movie_02__The_Fourteenth_Target	04-1998	41134	7.94	Manga	1 hr 39 min	PG-13 - Teens 13 or older	59	25331	TMS Entertainment	2194	616	Adventure,Mystery,Comedy,Police,Shounen
4280	144	Kara no Kyoukai 4: Garan no Dou	https://myanimelist.net/anime/4280/Kara_no_Kyoukai_4__Garan_no_Dou	05-2008	150012	7.94	Light novel	46 min	R - 17+ (violence & profanity)	250	91560	ufotable	759	620	Action,Mystery,Supernatural,Thriller
10029	145	Coquelicot-zaka kara	https://myanimelist.net/anime/10029/Coquelicot-zaka_kara	07-2011	89285	7.93	Manga	1 hr 35 min	G - All Ages	455	48499	Studio Ghibli	1246	629	Historical,Romance,School,Shoujo
187	146	Initial D Third Stage	https://myanimelist.net/anime/187/Initial_D_Third_Stage	01-2001	86220	7.93	Manga	1 hr 45 min	PG-13 - Teens 13 or older	340	54090	Studio Deen	1299	631	Action,Cars,Sports,Drama,Romance,Seinen
4985	147	Mahou Shoujo Lyrical Nanoha: The Movie 1st	https://myanimelist.net/anime/4985/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_1st	01-2010	25975	7.93	Original	2 hr 10 min	R+ - Mild Nudity	194	12877	Seven Arcs	2821	634	Action,Magic,Comedy,Sci-Fi,Drama
2623	148	Flanders no Inu (Movie)	https://myanimelist.net/anime/2623/Flanders_no_Inu_Movie	03-1997	14967	7.92	Novel	1 hr 42 min	G - All Ages	60	3932	Nippon Animation	3719	643	Drama,Historical
14175	149	Hanasaku Iroha: Home Sweet Home	https://myanimelist.net/anime/14175/Hanasaku_Iroha__Home_Sweet_Home	03-2013	57718	7.92	Original	1 hr 6 min	PG-13 - Teens 13 or older	68	24619	P.A. Works	1759	644	Comedy,Drama,Slice of Life
39565	150	Boku no Hero Academia the Movie 2: Heroes:Rising	https://myanimelist.net/anime/39565/Boku_no_Hero_Academia_the_Movie_2__Heroes_Rising	12-2019	83704	7.93	Manga	Unknown	PG-13 - Teens 13 or older	210	1852	Bones	1341	651	Action,Comedy,Super Power,School,Shounen
779	151	Detective Conan Movie 01: The Timed Skyscraper	https://myanimelist.net/anime/779/Detective_Conan_Movie_01__The_Timed_Skyscraper	04-1997	45460	7.91	Manga	1 hr 34 min	PG-13 - Teens 13 or older	59	28535	TMS Entertainment	2063	653	Adventure,Mystery,Comedy,Police,Shounen
2890	152	Gake no Ue no Ponyo	https://myanimelist.net/anime/2890/Gake_no_Ue_no_Ponyo	07-2008	260891	7.91	Original	1 hr 41 min	G - All Ages	1457	169192	Studio Ghibli	391	655	Adventure,Fantasy
33221	153	Mobile Suit Gundam Thunderbolt: December Sky	https://myanimelist.net/anime/33221/Mobile_Suit_Gundam_Thunderbolt__December_Sky	06-2016	11914	7.91	Manga	1 hr 9 min	R - 17+ (violence & profanity)	72	6078	Sunrise	4087	661	Action,Military,Sci-Fi,Space,Drama,Mecha
33190	154	Planetarian: Hoshi no Hito	https://myanimelist.net/anime/33190/Planetarian__Hoshi_no_Hito	09-2016	29386	7.91	Visual novel	1 hr 57 min	PG-13 - Teens 13 or older	125	8502	David Production	2652	662	Sci-Fi,Drama
8142	155	Colorful (Movie)	https://myanimelist.net/anime/8142/Colorful_Movie	08-2010	114702	7.9	Novel	2 hr 7 min	PG-13 - Teens 13 or older	813	51727	Sunrise	1011	666	Slice of Life,Supernatural,Drama
36369	156	Ginga Eiyuu Densetsu: Die Neue These - Seiran 1	https://myanimelist.net/anime/36369/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_1	09-2019	12894	7.9	Novel	25 min per ep	R - 17+ (violence & profanity)	15	4594	Production I.G	3950	669	Action,Drama,Military,Sci-Fi,Space
35678	157	Hibike! Euphonium Movie 3: Chikai no Finale	https://myanimelist.net/anime/35678/Hibike_Euphonium_Movie_3__Chikai_no_Finale	04-2019	24038	7.9	Novel	1 hr 41 min	PG-13 - Teens 13 or older	51	2202	Kyoto Animation	2957	671	Drama,Music,School
14349	158	Little Witch Academia	https://myanimelist.net/anime/14349/Little_Witch_Academia	03-2013	227817	7.9	Original	26 min	PG-13 - Teens 13 or older	1196	132785	Trigger	476	672	Adventure,Comedy,Magic,Fantasy,School
34504	159	Seitokai Yakuindomo Movie	https://myanimelist.net/anime/34504/Seitokai_Yakuindomo_Movie	07-2017	31405	7.9	4-koma manga	1 hr	R - 17+ (violence & profanity)	55	11243	GoHands	2548	673	Slice of Life,Comedy,School,Shounen
543	160	Vampire Hunter D (2000)	https://myanimelist.net/anime/543/Vampire_Hunter_D_2000	08-2000	107887	7.9	Light novel	1 hr 42 min	R - 17+ (violence & profanity)	1156	59694	Madhouse	1054	674	Action,Sci-Fi,Horror,Drama,Romance,Vampire,Fantasy
9465	161	Break Blade 4: Sanka no Chi	https://myanimelist.net/anime/9465/Break_Blade_4__Sanka_no_Chi	10-2010	50875	7.89	Manga	49 min	R - 17+ (violence & profanity)	28	31293	Production I.G	1917	676	Action,Fantasy,Mecha,Military,Shounen
1366	162	Detective Conan Movie 07: Crossroad in the Ancient Capital	https://myanimelist.net/anime/1366/Detective_Conan_Movie_07__Crossroad_in_the_Ancient_Capital	04-2003	33964	7.89	Manga	1 hr 48 min	PG-13 - Teens 13 or older	27	20172	TMS Entertainment	2436	677	Adventure,Mystery,Comedy,Police,Shounen
3782	163	Kara no Kyoukai 2: Satsujin Kousatsu (Zen)	https://myanimelist.net/anime/3782/Kara_no_Kyoukai_2__Satsujin_Kousatsu_Zen	12-2007	166386	7.89	Light novel	1 hr 1 min	R - 17+ (violence & profanity)	358	103543	ufotable	679	681	Action,Mystery,Supernatural,Romance,Thriller
597	164	Neko no Ongaeshi	https://myanimelist.net/anime/597/Neko_no_Ongaeshi	07-2002	145768	7.89	Other	1 hr 15 min	G - All Ages	837	89460	Studio Ghibli	783	687	Adventure,Drama,Fantasy
15771	165	Saint☆Oniisan (Movie)	https://myanimelist.net/anime/15771/Saint☆Oniisan_Movie	05-2013	57065	7.88	Manga	1 hr 29 min	PG-13 - Teens 13 or older	293	26653	A-1 Pictures	1772	699	Comedy,Seinen,Slice of Life
9724	166	Break Blade 5: Shisen no Hate	https://myanimelist.net/anime/9724/Break_Blade_5__Shisen_no_Hate	01-2011	48903	7.87	Manga	47 min	R - 17+ (violence & profanity)	25	30079	Production I.G	1970	702	Action,Military,Fantasy,Mecha,Shounen
1505	167	Detective Conan Movie 09: Strategy Above the Depths	https://myanimelist.net/anime/1505/Detective_Conan_Movie_09__Strategy_Above_the_Depths	04-2005	32227	7.87	Manga	1 hr 50 min	PG-13 - Teens 13 or older	21	18840	TMS Entertainment	2506	704	Adventure,Mystery,Comedy,Police,Shounen
4447	168	Detective Conan Movie 12: Full Score of Fear	https://myanimelist.net/anime/4447/Detective_Conan_Movie_12__Full_Score_of_Fear	04-2008	30607	7.87	Manga	1 hr 56 min	PG-13 - Teens 13 or older	17	17760	TMS Entertainment	2587	705	Adventure,Police,Comedy,Mystery,Shounen
1096	169	Kidou Keisatsu Patlabor 2 the Movie	https://myanimelist.net/anime/1096/Kidou_Keisatsu_Patlabor_2_the_Movie	08-1993	21121	7.87	Original	1 hr 48 min	PG-13 - Teens 13 or older	356	9757	Production I.G	3150	710	Drama,Mecha,Mystery,Police,Sci-Fi
38770	170	Detective Conan Movie 23: The Fist of Blue Sapphire	https://myanimelist.net/anime/38770/Detective_Conan_Movie_23__The_Fist_of_Blue_Sapphire	04-2019	9105	7.86	Manga	1 hr 49 min	PG-13 - Teens 13 or older	42	3244	TMS Entertainment	4572	717	Action,Mystery,Comedy,Police,Drama,Shounen
23293	171	Lupin the IIIrd: Jigen Daisuke no Bohyou	https://myanimelist.net/anime/23293/Lupin_the_IIIrd__Jigen_Daisuke_no_Bohyou	06-2014	15984	7.86	Manga	51 min	R+ - Mild Nudity	49	7275	TMS Entertainment	3622	729	Action,Adventure,Drama,Seinen
468	172	Koukaku Kidoutai 2: Innocence	https://myanimelist.net/anime/468/Koukaku_Kidoutai_2__Innocence	03-2004	121915	7.85	Manga	1 hr 39 min	R - 17+ (violence & profanity)	803	68801	Production I.G	948	749	Military,Sci-Fi,Police,Psychological,Mecha
34021	173	Lupin the IIIrd: Chikemuri no Ishikawa Goemon	https://myanimelist.net/anime/34021/Lupin_the_IIIrd__Chikemuri_no_Ishikawa_Goemon	02-2017	19230	7.85	Manga	53 min	R+ - Mild Nudity	55	6894	Telecom Animation Film	3296	752	Action,Adventure,Drama,Seinen
5310	174	Macross F Movie 1: Itsuwari no Utahime	https://myanimelist.net/anime/5310/Macross_F_Movie_1__Itsuwari_no_Utahime	11-2009	25356	7.85	Original	1 hr 59 min	PG-13 - Teens 13 or older	58	13152	Satelight	2873	753	Action,Mecha,Military,Music,Romance,Sci-Fi,Space
30952	175	New Initial D Movie: Legend 3 - Mugen	https://myanimelist.net/anime/30952/New_Initial_D_Movie__Legend_3_-_Mugen	02-2016	12171	7.85	Manga	1 hr	PG-13 - Teens 13 or older	27	5108	SANZIGEN	4046	755	Cars,Seinen,Sports
12017	176	Tiger & Bunny Movie 2: The Rising	https://myanimelist.net/anime/12017/Tiger___Bunny_Movie_2__The_Rising	02-2014	21089	7.85	Original	1 hr 40 min	PG-13 - Teens 13 or older	35	8131	Sunrise	3153	761	Action,Mystery,Comedy,Super Power
11001	177	Toshokan Sensou: Kakumei no Tsubasa	https://myanimelist.net/anime/11001/Toshokan_Sensou__Kakumei_no_Tsubasa	06-2012	17039	7.85	Novel	1 hr 45 min	PG-13 - Teens 13 or older	34	6313	Production I.G	3509	762	Action,Comedy,Military,Romance
34375	178	Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii	https://myanimelist.net/anime/34375/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_2_-_Tamashii	04-2017	9628	7.85	Light novel	47 min	PG-13 - Teens 13 or older	21	3525	Studio Gokumi	4468	763	Drama,Fantasy,Magic,Slice of Life
9252	179	Break Blade 3: Kyoujin no Ato	https://myanimelist.net/anime/9252/Break_Blade_3__Kyoujin_no_Ato	09-2010	51958	7.84	Manga	47 min	R - 17+ (violence & profanity)	31	32198	Production I.G	1892	766	Action,Military,Fantasy,Mecha,Shounen
1689	180	Byousoku 5 Centimeter	https://myanimelist.net/anime/1689/Byousoku_5_Centimeter	03-2007	562454	7.84	Original	22 min per ep	PG-13 - Teens 13 or older	8848	340552	CoMix Wave Films	110	767	Slice of Life,Drama,Romance
35198	181	Free!: Take Your Marks	https://myanimelist.net/anime/35198/Free__Take_Your_Marks	10-2017	31317	7.84	Original	1 hr 48 min	PG-13 - Teens 13 or older	77	8548	Kyoto Animation	2558	769	School,Slice of Life,Sports
13119	182	Hakuouki Movie 2: Shikon Soukyuu	https://myanimelist.net/anime/13119/Hakuouki_Movie_2__Shikon_Soukyuu	03-2014	15773	7.84	Visual novel	1 hr 27 min	PG-13 - Teens 13 or older	70	4701	Studio Deen	3642	772	Action,Historical,Supernatural,Drama,Samurai,Josei
2273	183	Mobile Suit Gundam Wing: Endless Waltz Movie	https://myanimelist.net/anime/2273/Mobile_Suit_Gundam_Wing__Endless_Waltz_Movie	08-1998	46026	7.84	Original	1 hr 34 min	PG-13 - Teens 13 or older	195	28659	Sunrise	2052	774	Action,Space,Mecha,Military,Drama,Sci-Fi
31765	184	Sword Art Online Movie: Ordinal Scale	https://myanimelist.net/anime/31765/Sword_Art_Online_Movie__Ordinal_Scale	02-2017	370961	7.84	Light novel	1 hr 59 min	R+ - Mild Nudity	2982	210394	A-1 Pictures	250	782	Action,Game,Adventure,Romance,Fantasy
2265	185	Transformers the Movie	https://myanimelist.net/anime/2265/Transformers_the_Movie	08-1986	11567	7.84	Unknown	1 hr 24 min	PG - Children	142	7474	Toei Animation	4142	783	Action,Mecha
34944	186	Bungou Stray Dogs: Dead Apple	https://myanimelist.net/anime/34944/Bungou_Stray_Dogs__Dead_Apple	03-2018	77456	7.83	Manga	1 hr 30 min	R - 17+ (violence & profanity)	606	36396	Bones	1417	785	Action,Comedy,Mystery,Super Power,Supernatural
33280	187	Gochuumon wa Usagi Desu ka??: Dear My Sister	https://myanimelist.net/anime/33280/Gochuumon_wa_Usagi_Desu_ka__Dear_My_Sister	11-2017	21366	7.83	4-koma manga	59 min	PG-13 - Teens 13 or older	80	6927	production doA	3129	789	Slice of Life,Comedy
19489	188	Little Witch Academia: Mahoujikake no Parade	https://myanimelist.net/anime/19489/Little_Witch_Academia__Mahoujikake_no_Parade	10-2015	125941	7.83	Original	53 min	PG - Children	314	72928	Trigger	917	793	Adventure,Comedy,Magic,Fantasy,School
28881	189	New Initial D Movie: Legend 2 - Tousou	https://myanimelist.net/anime/28881/New_Initial_D_Movie__Legend_2_-_Tousou	05-2015	13688	7.83	Manga	1 hr	PG-13 - Teens 13 or older	26	6235	SANZIGEN	3869	796	Cars,Seinen,Sports
10534	190	Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi	https://myanimelist.net/anime/10534/Doraemon_Movie_31__Shin_Nobita_to_Tetsujin_Heidan_-_Habatake_Tenshi-tachi	03-2011	3595	7.82	Unknown	1 hr 48 min	PG - Children	22	2098	Shin-Ei Animation	6654	803	Adventure,Comedy,Kids,Fantasy,Mecha,Shounen
1824	191	Hadashi no Gen	https://myanimelist.net/anime/1824/Hadashi_no_Gen	07-1983	30243	7.82	Manga	1 hr 23 min	PG-13 - Teens 13 or older	99	11863	Madhouse	2604	806	Drama,Historical
451	192	InuYasha Movie 3: Tenka Hadou no Ken	https://myanimelist.net/anime/451/InuYasha_Movie_3__Tenka_Hadou_no_Ken	12-2003	69102	7.82	Manga	1 hr 38 min	PG-13 - Teens 13 or older	209	38525	Sunrise	1559	810	Action,Adventure,Comedy,Historical,Demons,Supernatural,Drama,Magic,Romance,Fantasy,Shounen
19613	193	New Initial D Movie: Legend 1 - Kakusei	https://myanimelist.net/anime/19613/New_Initial_D_Movie__Legend_1_-_Kakusei	08-2014	18121	7.82	Manga	1 hr 2 min	PG-13 - Teens 13 or older	44	8476	SANZIGEN	3405	816	Action,Cars,Seinen,Sports
29830	194	Tamayura: Sotsugyou Shashin Part 3 - Akogare	https://myanimelist.net/anime/29830/Tamayura__Sotsugyou_Shashin_Part_3_-_Akogare	11-2015	6126	7.82	Original	51 min	G - All Ages	7	1899	TYO Animations	5387	821	Comedy,Drama,Slice of Life
16870	195	The Last: Naruto the Movie	https://myanimelist.net/anime/16870/The_Last__Naruto_the_Movie	12-2014	232395	7.82	Manga	1 hr 52 min	PG-13 - Teens 13 or older	1074	147617	Studio Pierrot	460	823	Action,Super Power,Romance,Martial Arts,Shounen
23249	196	Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune	https://myanimelist.net/anime/23249/Uchuu_Senkan_Yamato_2199__Hoshimeguru_Hakobune	12-2014	9830	7.82	Original	1 hr 51 min	PG-13 - Teens 13 or older	8	3832	Xebec	4435	824	Action,Military,Sci-Fi,Space,Drama
2753	197	Ushiro no Shoumen Daare	https://myanimelist.net/anime/2753/Ushiro_no_Shoumen_Daare	03-1991	7557	7.82	Novel	1 hr 30 min	G - All Ages	18	2242	Mushi Production	4930	825	Historical,Drama
